stat_id,height,lat,lon,date_start,date_end,locale
823,405,50.736,12.9195,19961211,20021231,Burkhardtsdorf
824,720,48.2907,9.1207,19500801,19620630,Burladingen
828,184,51.1179,11.4158,19990501,20061231,Buttstädt
830,238,50.4707,8.6523,19530514,19890331,Butzbach-Kirch-Göns
834,281,51.3848,9.3633,19800426,19880331,Calden-Fürstenwald
835,325,50.8419,12.6381,19700901,20060331,Callenberg
838,147,51.0509,11.7016,19960301,20021231,Camburg
842,914,50.4252,12.5953,19450501,19981231,Carlsfeld Talsperre (Weiterwiese )
843,75,53.3593,13.2447,19920201,20011231,Carpin
846,26,53.2167,14.2167,19470101,19901231,Casekow
847,403,49.732,10.3663,19790501,20051231,Castell
849,47,52.6966,10.0421,19910101,20061231,Celle-Hustedt
854,325,50.8502,12.9123,19830101,20031231,Chemnitz-Küchwald
